gbifID,countryCode,acceptedScientificName,specificEpithet,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet.1,infraspecificEpithet,cultivarEpithet,speciesKey,identifier
1057214723,OM,"Praeradiolites subtoucasi Toucas, 1907",subtoucasi,Bivalvia,Hippuritida,,Radiolitidae,,,,Praeradiolites,Praeradiolites,,,subtoucasi,,,8643853.0,https://data.nhm.ac.uk/media/468fe481-707a-4f91-878b-9ec5bf71379d
1056390401,OM,"Glabrobournonia arabica N.Morris & Skelton, 1996",arabica,Bivalvia,Hippuritida,,Radiolitidae,,,,Glabrobournonia,Glabrobournonia,,,arabica,,,9067949.0,https://data.nhm.ac.uk/media/ce753c50-608b-4526-a41b-3d6510ec3363
1057606894,,"Dacrydium ockelmanni Mattson & Warén, 1977",ockelmanni,Bivalvia,Mytilida,,Mytilidae,,,,Dacrydium,Dacrydium,,,ockelmanni,,,5188824.0,https://data.nhm.ac.uk/media/7f9c99bf-d26d-4bb8-b8aa-5e39e7b7dc41
1057067224,,"Euglesa obtusalis (Lamarck, 1818)",obtusale,Bivalvia,Sphaeriida,,Sphaeriidae,,,,Euglesa,Pisidium,,,obtusale,,,8105832.0,https://data.nhm.ac.uk/media/b58b17ae-67c3-4deb-9bb3-47ba33844d0e
1056568912,TH,"Callocardia A.Adams, 1864",,Bivalvia,Venerida,,Veneridae,,,,Callocardia,Callocardia,,,,,,,https://data.nhm.ac.uk/media/03a56968-d3ad-492e-b897-94a3de7c7dda
1056086080,JP,"Glycymeris albolineata (Lischke, 1872)",albolineatus,Bivalvia,Arcida,,Glycymerididae,,,,Glycymeris,Pectunculus,,,albolineatus,,,6127111.0,https://data.nhm.ac.uk/media/719ab118-7562-4ca8-ad44-15d247de295b
1057561198,,"Ostrea stentina Payraudeau, 1826",guineensis,Bivalvia,Ostreida,,Ostreidae,,,,Ostrea,Ostrea,,,guineensis,,,5855429.0,https://data.nhm.ac.uk/media/70fe6f72-5bd1-44ea-9682-b90da5400539
1057332428,,"Ostrea stentina Payraudeau, 1826",guineensis,Bivalvia,Ostreida,,Ostreidae,,,,Ostrea,Ostrea,,,guineensis,,,5855429.0,https://data.nhm.ac.uk/media/93892dd9-5017-46ef-b8f1-5750f4a89430
1056114735,,"Pandora trilineata Say, 1822",trilineata,Bivalvia,,,Pandoridae,,,,Pandora,Pandora,,,trilineata,,,5189385.0,https://data.nhm.ac.uk/media/15a31205-cd4f-4ef0-8e79-119f3051b153
1056699958,,"Notocina falklandica (Dell, 1964)",falklandica,Bivalvia,Lucinida,,Lucinidae,,,,Notocina,Epicodakia,,,falklandica,,,10970891.0,https://data.nhm.ac.uk/media/c73e3759-c61a-4385-986f-99d37a57e261
1055997474,,"Lucina parvula Münster, 1841",parvula,Bivalvia,Lucinida,,Lucinidae,,,,Lucina,Lucina,,,parvula,,,11789834.0,https://data.nhm.ac.uk/media/d1d7633a-3c6b-4451-a5e1-f4a175fbaccc
1055751407,,"Philobrya multistriata E.Lamy, 1908",multistriata,Bivalvia,Arcida,,Philobryidae,,,,Philobrya,Philobrya,,,multistriata,,,6530211.0,https://data.nhm.ac.uk/media/03ee86f2-f907-4de0-aec9-f9b500f5455f
1055496398,,"Uniomerus carolinianus (Bosc, 1801)",obesus,Bivalvia,Unionida,,Unionidae,,,,Uniomerus,Unio,,,obesus,,,2288051.0,https://data.nhm.ac.uk/media/a47ce72d-a61a-46d6-ba02-39fa13788d55
1056066786,,"Parreysia rajahensis (I.Lea, 1841)",indicus,Bivalvia,Unionida,,Unionidae,,,,Parreysia,Unio,,,indicus,,,5782362.0,https://data.nhm.ac.uk/media/ffcf35e8-aa08-4860-9dc2-e9967f2fa2cd
1057415360,,"Panomya norvegica (Spengler, 1793)",arctica,Bivalvia,Adapedonta,,Hiatellidae,,,,Panomya,Panomya,,,arctica,,,2288878.0,https://data.nhm.ac.uk/media/54519507-a664-4f13-b684-808c4dfb67aa
1056130952,,"Nucula pisum G.B.Sowerby I, 1833",pisum,Bivalvia,Nuculida,,Nuculidae,,,,Nucula,Nucula,,,pisum,,,6141704.0,https://data.nhm.ac.uk/media/bccda89b-0808-46db-a20f-6881e0c64b4d
1056130952,,"Nucula pisum G.B.Sowerby I, 1833",pisum,Bivalvia,Nuculida,,Nuculidae,,,,Nucula,Nucula,,,pisum,,,6141704.0,https://data.nhm.ac.uk/media/86e1c5d3-3247-4b45-a778-af72e408a3e7
1057164239,,"Coecella horsfieldii Gray, 1853",turgida,Bivalvia,Venerida,,Mesodesmatidae,,,,Coecella,Caecella,,,turgida,,,6526688.0,https://data.nhm.ac.uk/media/9864e401-a49c-4364-ae75-59f14aa8062e
1056798789,,"Lithophaga nigra (d'Orbigny, 1853)",nigra,Bivalvia,Mytilida,,Mytilidae,,,,Lithophaga,Lithophaga,,,nigra,,,2285728.0,https://data.nhm.ac.uk/media/5bcb7249-1d31-4d73-b316-7750f705c297
1056970866,EG,"Coelatura aegyptiaca (Cailliaud, 1823)",aegyptiaca,Bivalvia,Unionida,,Unionidae,,,,Coelatura,Caelatura,,,aegyptiaca,,,5782427.0,https://data.nhm.ac.uk/media/21ae7635-65fb-4e4c-bd4b-d4772a0553b9
1057473695,AU,"Lithophaga Röding, 1798",,Bivalvia,Mytilida,,Mytilidae,,,,Lithophaga,Lithophaga,,,,,,,https://data.nhm.ac.uk/media/f1e900d5-79e7-481f-a2d3-11743fc4cebd
1055409120,NC,"Batissa fortis Prime, 1860",fortis,Bivalvia,Venerida,,Cyrenidae,,,,Batissa,Batissa,,,fortis,,,9078490.0,https://data.nhm.ac.uk/media/4a56a1d7-2d2c-48f6-90d6-17272698df49
1055816491,LK,"Tridacna maxima (Röding, 1798)",imbricata,Bivalvia,Cardiida,,Cardiidae,,,,Tridacna,Tridacna,,,imbricata,,,4372625.0,https://data.nhm.ac.uk/media/6d179549-6580-41b7-96f0-599482004c5c
1057553246,PK,"Gari Schumacher, 1817",,Bivalvia,Cardiida,,Psammobiidae,,,,Gari,Gari,,,,,,,https://data.nhm.ac.uk/media/e392a186-718d-4878-917f-f5e37c65a16d
1055498165,TZ,"Anadara oceanica (Lesson, 1831)",maculosa,Bivalvia,Arcida,,Arcidae,,,,Anadara,Anadara,,,maculosa,,,6529721.0,https://data.nhm.ac.uk/media/9a7e5311-8249-4b54-ab1c-7a4909af80b7
1056703781,,"Gomphina Mörch, 1853",,Bivalvia,Venerida,,Veneridae,,,,Gomphina,Gomphina,,,,,,,https://data.nhm.ac.uk/media/346e5159-a329-4da2-b3ee-2ba3ea0b2c9a
1055391754,ID,"Pinna incurva Gmelin, 1791",incurva,Bivalvia,Ostreida,,Pinnidae,,,,Pinna,Pinna,,,incurva,,,4592561.0,https://data.nhm.ac.uk/media/c4788084-0631-4459-9e0c-d5430162674f
1057207188,CA,"Chama croceata Lamarck, 1819",imbricata,Bivalvia,Venerida,,Chamidae,,,,Chama,Chama,,,imbricata,,,5855851.0,https://data.nhm.ac.uk/media/90a8221e-517c-4a4e-af81-0c31188b6ebc
1056102574,LK,"Striarca symmetrica (Reeve, 1844)",symmetrica,Bivalvia,Arcida,,Noetiidae,,,,Striarca,Arca,,,symmetrica,,,4373128.0,https://data.nhm.ac.uk/media/9f786d6b-8444-402b-803a-cf5d587a64b5
1056595871,PK,"Euanodontia ovum (Reeve, 1850)",ovum,Bivalvia,Lucinida,,Lucinidae,,,,Euanodontia,Lucina,,,ovum,,,7615183.0,https://data.nhm.ac.uk/media/cd791647-0a47-4345-8b7b-9966b89d178d
1056655073,GH,"Beguina Röding, 1798",,Bivalvia,Carditida,,Carditidae,,,,Beguina,Beguina,,,,,,,https://data.nhm.ac.uk/media/e8dcd380-6c4e-4263-91d2-b4535d389624
1057277668,EC,"Entodesma pictum (G.B.Sowerby I, 1834)",picta,Bivalvia,,,Lyonsiidae,,,,Entodesma,Lyonsia,,,picta,,,2288582.0,https://data.nhm.ac.uk/media/1b0c6d2b-a9e2-4da6-bf30-e4854f098fe9
1057273296,,"Scintilla Deshayes, 1856",,Bivalvia,Galeommatida,,Galeommatidae,,,,Scintilla,Scintilla,,,,,,,https://data.nhm.ac.uk/media/638bd2a9-792a-4e5a-8e3c-0e894a0dc022
1057607428,AU,"Musculus Röding, 1798",,Bivalvia,Mytilida,,Mytilidae,,,,Musculus,Modiolarca,,,,,,,https://data.nhm.ac.uk/media/18b05daa-419d-43d1-9cb4-a282210d75cf
1056790236,PH,"Cardiomya gouldiana (Hinds, 1843)",gouldiana,Bivalvia,,,Cuspidariidae,,,,Cardiomya,Neaera,,,gouldiana,,,4371072.0,https://data.nhm.ac.uk/media/1ec63510-fabc-49c1-8cae-3d92c47f1799
1055357804,FK,"Hiatella arctica (Linnaeus, 1767)",solida,Bivalvia,Adapedonta,,Hiatellidae,,,,Hiatella,Hiatella,,,solida,,,5189537.0,https://data.nhm.ac.uk/media/ce5ec6f7-d2b1-4a89-a4b6-60516bc72563
1057469449,US,"Sphaerium occidentale (J.Lewis, 1856)",occidentale,Bivalvia,Sphaeriida,,Sphaeriidae,,,,Sphaerium,Sphaerium,,,occidentale,,,5189019.0,https://data.nhm.ac.uk/media/468eadbc-f7eb-40b9-9b5b-18e714a9622c
1056977050,AQ,"Lissarca notorcadensis Melvill & Standen, 1907",notorcadensis,Bivalvia,Arcida,,Philobryidae,,,,Lissarca,Lissarca,,,notorcadensis,,,4373277.0,https://data.nhm.ac.uk/media/29a11fe1-7152-4543-b422-5817fb13c454
1057260224,,"Corbicula fluminalis (O.F.Müller, 1774)",fluminalis,Bivalvia,Venerida,,Cyrenidae,,,,Corbicula,Corbicula,,,fluminalis,,,5189032.0,https://data.nhm.ac.uk/media/5a3b55b8-e2ac-4665-8d59-43e118449723
1055719046,,"Dorisca amica (E.A.Smith, 1885)",nana,Bivalvia,Venerida,,Veneridae,,,,Dorisca,Circe,,,nana,,,6525644.0,https://data.nhm.ac.uk/media/c16e34cc-0d51-4eb7-9d7b-4be4b0519e3d
1056254057,ZA,"Unio caffer Krauss, 1848",caffer,Bivalvia,Unionida,,Unionidae,,,,Unio,Unio,,,caffer,,,5782514.0,https://data.nhm.ac.uk/media/a213ece9-372c-4bf8-9863-b3acb6347642
1056690874,,"Anodonta cygnea (Linnaeus, 1758)",intermedia,Bivalvia,Unionida,,Unionidae,,,,Anodonta,Anodonta,,,intermedia,,,4374774.0,https://data.nhm.ac.uk/media/4be9d827-e6c7-485c-898b-855ee4632db1
1056340637,ZA,"Euglesa langleyana (Melvill & Ponsoby, 1891)",langleyanum,Bivalvia,Sphaeriida,,Sphaeriidae,,,,Euglesa,Pisidium,,,langleyanum,,,11527484.0,https://data.nhm.ac.uk/media/023fecbc-2ecd-46ff-ab91-f24c7134ea8b
1055408587,,"Spondylus foliaceus Schreibers, 1793",nux,Bivalvia,Pectinida,,Spondylidae,,,,Spondylus,Spondylus,,,nux,,,5794785.0,https://data.nhm.ac.uk/media/e1e0906e-7376-46c6-9558-362c29db08f4
1055823585,,"Neocardia limoides (E.A.Smith, 1904)",limoides,Bivalvia,Arcida,,Philobryidae,,,,Neocardia,Philobrya,,,limoides,,,6530176.0,https://data.nhm.ac.uk/media/beaf0af4-dd09-43d6-af65-f04e491669f8
1055527031,AU,"Lyrodus pedicellatus (Quatrefages, 1849)",calmani,Bivalvia,Myida,,Teredinidae,,,,Lyrodus,Teredo,,,calmani,,,2288831.0,https://data.nhm.ac.uk/media/30b19ccf-b2d6-4701-8c83-a4d22cfbfcff
1056557159,SC,"Donax faba Gmelin, 1791",faba,Bivalvia,Cardiida,,Donacidae,,,,Donax,Donax,,,faba,,,4371765.0,https://data.nhm.ac.uk/media/4f275f6e-8fea-4fc0-ac40-d5db95556915
1056379951,US,"Donax gouldii Dall, 1921",laevigata,Bivalvia,Cardiida,,Donacidae,,,,Donax,Donax,,,laevigata,,,5189105.0,https://data.nhm.ac.uk/media/57f8155e-5689-4f85-aedc-386a0cd0ecea
1057634395,GB,"Ostrea Linnaeus, 1758",,Bivalvia,Ostreida,,Ostreidae,,,,Ostrea,Ostrea,,,,,,,https://data.nhm.ac.uk/media/639333e4-68e5-4e3b-ba0a-01d79ecab005
1057004609,,"Corbicula astartina (E.von Martens, 1860)",astartina,Bivalvia,Venerida,,Cyrenidae,,,,Corbicula,Corbicula,,,astartina,,,5782117.0,https://data.nhm.ac.uk/media/22e3be94-0910-4e78-be33-65dcab0de5d5
1056062812,ID,"Coralichlamys madreporarum (G.B.Sowerby II, 1842)",madreporarum,Bivalvia,Pectinida,,Pectinidae,,,,Coralichlamys,Pecten,,,madreporarum,,,4373774.0,https://data.nhm.ac.uk/media/574b7197-a394-4e69-b30e-bf382c5befbb
1056974039,,"Astarte oblonga J.de C.Sowerby, 1826",oblonga,Bivalvia,Carditida,,Astartidae,,,,Astarte,Astarte,,,oblonga,,,11204088.0,https://data.nhm.ac.uk/media/7058bb0a-5470-4826-9c9b-4f6950e77759
1055597640,TZ,"Mactra Linnaeus, 1767",,Bivalvia,Venerida,,Mactridae,,,,Mactra,Mactra,,,,,,,https://data.nhm.ac.uk/media/9242a62b-8252-4ef9-8feb-2dcce2fb8e8d
1057171735,,"Megapitaria maculata (Linnaeus, 1758)",maculata,Bivalvia,Venerida,,Veneridae,,,,Megapitaria,Macrocallista,,,maculata,,,7876210.0,https://data.nhm.ac.uk/media/f9e21561-8172-498f-9fda-eb86f8d2f206
1055517312,GB,"Abra alba (W.Wood, 1802)",alba,Bivalvia,Cardiida,,Semelidae,,,,Abra,Abra,,,alba,,,5189061.0,https://data.nhm.ac.uk/media/80527910-8827-418e-917c-1940667fd10d
1057028938,AU,"Limopsis multistriata (Forsskål, 1775)",multistriata,Bivalvia,Arcida,,Limopsidae,,,,Limopsis,Limopsis,,,multistriata,,,4373115.0,https://data.nhm.ac.uk/media/bac5486a-4007-4755-bd85-e82e2c1c2d24
1056906707,AU,"Malleus albus Lamarck, 1819",albus,Bivalvia,Ostreida,,Malleidae,,,,Malleus,Malleus,,,albus,,,4592243.0,https://data.nhm.ac.uk/media/938f953d-93db-4274-ace7-577885469f67
1057557002,AU,"Placamen lamellatum (Röding, 1798)",tiara,Bivalvia,Venerida,,Veneridae,,,,Placamen,Placamen,,,tiara,,,6524893.0,https://data.nhm.ac.uk/media/1a8ef13f-d5b6-4359-a329-f66fa618e4cb
1056524633,AU,"Dendostrea folium (Linnaeus, 1758)",folium,Bivalvia,Ostreida,,Ostreidae,,,,Dendostrea,Dendrostrea,,,folium,,,4595289.0,https://data.nhm.ac.uk/media/504d7139-6318-49d6-9949-8afeb65f8aa7
1055816214,AU,"Barbatia foliata (Forsskål, 1775)",foliata,Bivalvia,Arcida,,Arcidae,,,,Barbatia,Barbatia,,,foliata,,,4373235.0,https://data.nhm.ac.uk/media/a497dd54-1e55-466a-9f17-36befd7d20a8
1055654167,AU,"Mimachlamys scabricostata (G.B.Sowerby Iii, 1915)",scabricostata,Bivalvia,Pectinida,,Pectinidae,,,,Mimachlamys,Mimachlamys,,,scabricostata,,,4373498.0,https://data.nhm.ac.uk/media/fd5513f5-a187-4b08-b2d3-c9112099fdc9
1055923468,AU,"Scutarcopagia pulcherrima (G.B.Sowerby I, 1825)",asperrima,Bivalvia,Cardiida,,Tellinidae,,,,Scutarcopagia,Tellina,,,asperrima,,,8155011.0,https://data.nhm.ac.uk/media/493106bd-56ae-4ab2-9333-c15d04eeaf03
1056498399,AU,"Megacardita turgida (Lamarck, 1819)",incrassatus,Bivalvia,Carditida,,Carditidae,,,,Megacardita,Cardita,,,incrassatus,,,4590984.0,https://data.nhm.ac.uk/media/41b5401a-5756-4a47-a17a-9262e8d979e9
1057024884,,"Kellia W.Turton, 1822",,Bivalvia,Galeommatida,,Lasaeidae,,,,Kellia,Kellia,,,,,,,https://data.nhm.ac.uk/media/368099a7-6038-4bc5-8da9-c1f3fdcc867b
1055514977,,"Euglesa supina (A.Schmidt, 1850)",supinum,Bivalvia,Sphaeriida,,Sphaeriidae,,,,Euglesa,Pisidium,,,supinum,,,7403632.0,https://data.nhm.ac.uk/media/29ef9c53-2d11-454c-b3c6-a929ae2308c9
1055338920,AU,"Venerupis Lamarck, 1818",,Bivalvia,Venerida,,Veneridae,,,,Venerupis,Venerupis,,,,,,,https://data.nhm.ac.uk/media/dc795e2a-dfd1-4b9e-b2bc-c20a63745d57
1056156738,AU,"Genaxinus albigena (Hedley, 1907)",albigena,Bivalvia,Lucinida,,Thyasiridae,,,,Genaxinus,Thyasira,,,albigena,,,7787928.0,https://data.nhm.ac.uk/media/245c3e44-fec7-43f6-8d77-8e3d0979a900
1057501968,AU,"Lissarca rubricata (Tate, 1887)",rubricata,Bivalvia,Arcida,,Philobryidae,,,,Lissarca,Lissarca,,,rubricata,,,4593627.0,https://data.nhm.ac.uk/media/bddd14e6-1dd7-410a-aafa-b543635c3b98
1056729387,,"Corbicula Megerle von Mühlfeld, 1811",,Bivalvia,Venerida,,Cyrenidae,,,,Corbicula,Corbicula,,,,,,,https://data.nhm.ac.uk/media/e111626b-9517-4124-8323-51bea0018bb3
1055411148,LK,"Modiola taprobanensis Preston, 1915",taprobanensis,Bivalvia,Mytilida,,Mytilidae,,,,Modiolus,Modiola,,,taprobanensis,,,6531505.0,https://data.nhm.ac.uk/media/89fe56d5-55dd-4e07-98ac-a4945420add0
1057180931,ZA,"Serratina capsoides (Lamarck, 1818)",capsoides,Bivalvia,Cardiida,,Tellinidae,,,,Serratina,Tellina,,,capsoides,,,4588625.0,https://data.nhm.ac.uk/media/59d1c011-03cc-4a7e-8345-8dd9e76f5830
1055790505,GB,"Pecten O.F.Müller, 1776",,Bivalvia,Pectinida,,Pectinidae,,,,Pecten,Pecten,,,,,,,https://data.nhm.ac.uk/media/3c9e391a-9116-458d-86c0-5841da631d73
1055898036,MY,"Barnea australasiae (G.B.Sowerby II, 1849)",australasiae,Bivalvia,Myida,,Pholadidae,,,,Barnea,Barnea,,,australasiae,,,4587417.0,https://data.nhm.ac.uk/media/ba4b2176-7387-4291-94a7-245404c040ca
1055843508,,"Euglesa casertana (Poli, 1791)",fossarinum,Bivalvia,Sphaeriida,,Sphaeriidae,,,,Euglesa,Pisidium,,,fossarinum,,,7664805.0,https://data.nhm.ac.uk/media/5a3b55b8-e2ac-4665-8d59-43e118449723
1057446932,,"Herouvalia caelata (A.Adams, 1854)",erasmia,Bivalvia,Cardiida,,Tellinidae,,,,Herouvalia,Gari,,,erasmia,,,6527916.0,https://data.nhm.ac.uk/media/a2e53a0e-f698-45e3-be50-ae4e0f402995
1056967816,TZ,"Lepirodes formosus (Deshayes, 1856)",formosa,Bivalvia,Galeommatida,,Galeommatidae,,,,Lepirodes,Galeomma,,,formosa,,,6523944.0,https://data.nhm.ac.uk/media/1c9f5d08-70e3-4937-93f2-4e74e25970bb
1056819399,TZ,"Tellinella virgata (Linnaeus, 1758)",virgata,Bivalvia,Cardiida,,Tellinidae,,,,Tellinella,Tellina,,,virgata,,,4588868.0,https://data.nhm.ac.uk/media/9242a62b-8252-4ef9-8feb-2dcce2fb8e8d
1057176503,CL,"Aulacomya atra (Molina, 1782)",atra,Bivalvia,Mytilida,,Mytilidae,,,,Aulacomya,Aulacomya,,,atra,,,5188832.0,https://data.nhm.ac.uk/media/f1466508-fae4-4d54-823c-08642a4e60d9
1056245900,AU,"Aequipecten flabellum (Gmelin, 1791)",flabellum,Bivalvia,Pectinida,,Pectinidae,,,,Aequipecten,Aequipecten,,,flabellum,,,4374133.0,https://data.nhm.ac.uk/media/db178a25-7841-4337-9e2b-4c5df9667e38
1056942657,VN,"Protapes gallus (Gmelin, 1791)",gallus,Bivalvia,Venerida,,Veneridae,,,,Protapes,Paphia,,,gallus,,,6524643.0,https://data.nhm.ac.uk/media/d4c51e05-7eaa-488a-b904-54052ba010c3
1057185278,AU,"Cucullaea labiata (Lightfoot), 1786",labiata,Bivalvia,Arcida,,Cucullaeidae,,,,Cucullaea,Cucullaea,,,labiata,,,2286189.0,https://data.nhm.ac.uk/media/23ed52ae-bbf2-4c0f-add9-1ef562a19085
1057127426,AU,"Decatopecten strangei (Reeve, 1852)",strangei,Bivalvia,Pectinida,,Pectinidae,,,,Decatopecten,Decatopecten,,,strangei,,,4373933.0,https://data.nhm.ac.uk/media/63d169c8-6bba-4ef3-928c-8b71eb941e47
1056781536,AU,"Antigona lamellaris Schumacher, 1817",lamellaris,Bivalvia,Venerida,,Veneridae,,,,Antigona,Antigona,,,lamellaris,,,5729397.0,https://data.nhm.ac.uk/media/939b5b55-e6de-4705-9082-62cc3fd3986a
1057456611,AU,"Mimachlamys Iredale, 1929",,Bivalvia,Pectinida,,Pectinidae,,,,Mimachlamys,Mimachlamys,,,,,,,https://data.nhm.ac.uk/media/7be1f901-84e5-4d13-af4c-b8c081584e62
1057369772,AU,"Vepricardium multispinosum (G.B.Sowerby II, 1839)",multispinosum,Bivalvia,Cardiida,,Cardiidae,,,,Vepricardium,Vepricardium,,,multispinosum,,,9699297.0,https://data.nhm.ac.uk/media/a745cadb-7626-4c63-b00e-69106ef0b9e9
1055904043,AU,"Cryptopecten nux (Reeve, 1853)",nux,Bivalvia,Pectinida,,Pectinidae,,,,Cryptopecten,Cryptopecten,,,nux,,,4374057.0,https://data.nhm.ac.uk/media/a2b8796a-08e1-414f-8ddd-99e0ec53d154
1056629623,AU,"Corbula ovalina Lamarck, 1818",crassa,Bivalvia,Myida,,Corbulidae,,,,Corbula,Corbula,,,crassa,,,6521810.0,https://data.nhm.ac.uk/media/eeedaaf0-6e34-430f-a84c-48556dbbfb60
1057009153,AU,"Mimachlamys scabricostata (G.B.Sowerby Iii, 1915)",scabricostata,Bivalvia,Pectinida,,Pectinidae,,,,Mimachlamys,Mimachlamys,,,scabricostata,,,4373498.0,https://data.nhm.ac.uk/media/f10a0281-bf2f-49fc-a629-64720d1cb23a
1056354996,AU,"Cardites canaliculatus (Reeve, 1843)",cardioides,Bivalvia,Carditida,,Carditidae,,,,Cardites,Venericardia,,,cardioides,,,6528671.0,https://data.nhm.ac.uk/media/ab9d95af-4837-424f-adf6-69f0a2443ea8
1135491173,,"Dosinia exoleta (Linnaeus, 1758)",exoleta,Bivalvia,Venerida,,Veneridae,,,,Dosinia,Dosinia,,,exoleta,,,2287837.0,https://data.nhm.ac.uk/media/3a22d642-6d39-4369-a82c-5907233ceb87
1135491636,IE,"Xylophaga dorsalis (W.Turton, 1819)",dorsalis,Bivalvia,Myida,,Xylophagaidae,,,,Xylophaga,Xylophaga,,,dorsalis,,,2288782.0,https://data.nhm.ac.uk/media/c5caf0d6-8def-4e01-aaeb-ab4f3015869a
1135492927,TT,"Barbatia J.E.Gray, 1842",,Bivalvia,Arcida,,Arcidae,,,,Barbatia,Barbatia,,,,,,,https://data.nhm.ac.uk/media/f7b0d3fc-0196-4d2d-abfa-000feeef275f
1135494796,NO,"Limatula gwyni (Sykes, 1903)",elliptica,Bivalvia,Limida,,Limidae,,,,Limatula,Lima,,,elliptica,,,2288724.0,https://data.nhm.ac.uk/media/724d2f74-daf3-414c-8296-24ee7e6f61a6
1135494973,,"Musculus glacialis (Leche, 1883)",corrugata,Bivalvia,Mytilida,,Mytilidae,,,,Musculus,Modiolaria,,,corrugata,,,5188850.0,https://data.nhm.ac.uk/media/20f0c449-0b08-4046-87d6-e62a0d500306
1135495664,GB,"Altenaeum dawsoni (Jeffreys, 1864)",dawsoni,Bivalvia,Galeommatida,,Lasaeidae,,,,Altenaeum,Montacuta,,,dawsoni,,,4371668.0,https://data.nhm.ac.uk/media/62e9efce-1d56-474f-bc21-3b12fbf060ea
1135495906,,"Trapezium Megerle von Mühlfeld, 1811",,Bivalvia,Venerida,,Trapezidae,,,,Trapezium,Cypricardia,,,,,,,https://data.nhm.ac.uk/media/9b4cc52d-b55b-4104-a912-33e8fd23ecbf
1135496296,,"Pholadidea loscombiana W.Turton, 1819",papyracea,Bivalvia,Myida,,Pholadidae,,,,Pholadidea,Pholadidea,,,papyracea,aborta,,2288800.0,https://data.nhm.ac.uk/media/93b9b533-0227-4d2d-a1ed-e5df5d2968b0
1135496646,NO,"Lyonsiella abyssicola (G.O.Sars, 1872)",abyssicola,Bivalvia,,,Lyonsiellidae,,,,Lyonsiella,Pecchiolia,,,abyssicola,,,2288539.0,https://data.nhm.ac.uk/media/b5602c1d-971b-470c-a8ea-3b4a3f3fda4e
1135496840,,"Chambardia rubens (Lamarck, 1819)",rubens,Bivalvia,Unionida,,Iridinidae,,,,Chambardia,Spatha,,,rubens,,,5782175.0,https://data.nhm.ac.uk/media/8fcad04c-b3b8-4fd6-805e-ea6ffd202dd5
1135497305,US,"Leptopecten latiauratus (Conrad, 1837)",latiauritus,Bivalvia,Pectinida,,Pectinidae,,,,Leptopecten,Pecten,,,latiauritus,,,2285847.0,https://data.nhm.ac.uk/media/fda98f0e-a7ab-4954-bd13-2371e6641d9e
1135498371,AU,"Tapes literatus (Linnaeus, 1758)",literatus,Bivalvia,Venerida,,Veneridae,,,,Tapes,Tapes,,,literatus,,,4372665.0,https://data.nhm.ac.uk/media/556ebf31-a64c-4dba-aceb-df0cbe2675dc
1135498840,AU,"Arcopsis Koenen, 1885",,Bivalvia,Arcida,,Noetiidae,,,,Arcopsis,Fossularca,,,,,,,https://data.nhm.ac.uk/media/177cb988-9750-4a12-9216-1a0ef5335034
1135499047,,"Mutela Scopoli, 1777",,Bivalvia,Unionida,,Iridinidae,,,,Mutela,Spatha,,,,,,,https://data.nhm.ac.uk/media/b4803feb-2a4d-4f51-a541-af57cadec10d
1135499710,,"Venus Linnaeus, 1758",,Bivalvia,Venerida,,Veneridae,,,,Venus,Venus,,,,,,,https://data.nhm.ac.uk/media/70a44349-723a-4517-ba48-f52d32a5f2ab
1135505365,,"Pecten O.F.Müller, 1776",,Bivalvia,Pectinida,,Pectinidae,,,,Pecten,Pecten,,,,,,,https://data.nhm.ac.uk/media/0fa0d8df-0dce-4516-9023-5e40f8f8c25d
1135505769,GB,"Mactra glauca Born, 1778",glauca,Bivalvia,Venerida,,Mactridae,,,,Mactra,Mactra,,,glauca,,,2286382.0,https://data.nhm.ac.uk/media/df212906-f36f-4fb1-96b7-5952e148185f
1135507503,AU,"Arca Linnaeus, 1758",,Bivalvia,Arcida,,Arcidae,,,,Arca,Arca,,,,,,,https://data.nhm.ac.uk/media/1de626dc-81db-422b-95bb-deff41fd22f5
1265648946,BR,"Mysia Lamarck, 1818",,Bivalvia,Venerida,,Veneridae,,,,Mysia,Mysia,,,,,,,https://data.nhm.ac.uk/media/7074bbfc-d124-4861-867c-aa8c3bafaf2c
1265663702,,"Dosinia Scopoli, 1777",,Bivalvia,Venerida,,Veneridae,,,,Dosinia,Pectunculus,,,,,,,https://data.nhm.ac.uk/media/b92a20bd-7229-4d21-8ff9-5057729b9282
1825772041,PT,"Glossus Poli, 1795",,Bivalvia,Venerida,,Glossidae,,,,Glossus,Isocardia,,,,,,,https://data.nhm.ac.uk/media/e18661d3-f7b1-4392-890a-5c1a0a415625
1825772041,PT,"Glossus Poli, 1795",,Bivalvia,Venerida,,Glossidae,,,,Glossus,Isocardia,,,,,,,https://data.nhm.ac.uk/media/7f0ebade-537a-4a2f-b3d7-65d899db8802
1825772041,PT,"Glossus Poli, 1795",,Bivalvia,Venerida,,Glossidae,,,,Glossus,Isocardia,,,,,,,https://data.nhm.ac.uk/media/60319410-5af0-457c-8b91-7ece7fd56620
-953660975,GB,"Trigonia gibbosa J.Sowerby, 1819",gibbosa,Bivalvia,Trigoniida,,Trigoniidae,,,,Trigonia,Trigonia,,,gibbosa,,,5794701.0,https://data.nhm.ac.uk/media/f32634b1-3d54-4db7-8cdf-6b4f6697dc6d
